Name,Platform,Year_of_Release,Genre,Publisher/Developer,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Drop me
Minority Report: Everybody Runs,PS2,2002,Action,Activision,0.2,0.15,0,0.05,0.41,50,26,5,14,Treyarch,T,Activision
Katamari Forever,PS3,2009,Puzzle,Namco Bandai Games,0.26,0.04,0.06,0.04,0.4,74,51,8.1,50,Bandai Namco Games,E,Namco Bandai Games
Disney's Hercules / Disney's The Jungle Book: Groove Party / A Bug's Life,PS,2003,Misc,Sony Computer Entertainment,0.23,0.15,0,0.03,0.4,,,,,,,Sony Computer Entertainment
NFL GameDay 2002,PS,2001,Sports,Sony Computer Entertainment,0.23,0.15,0,0.03,0.4,62,10,8.8,4,989 Sports,E,Sony Computer Entertainment
Pengo,2600,1983,Adventure,Atari,0.38,0.02,0,0,0.4,,,,,,,Atari
Spider-Man: Web of Shadows,X360,2008,Action,Activision,0.36,0.02,0,0.03,0.4,68,57,8.6,87,Shaba Games,T,Activision
Naughty Bear,X360,2010,Action,505 Games,0.21,0.15,0,0.04,0.4,43,51,5.6,70,Artificial Mind and Movement,T,505 Games
Mouse Trap,2600,1981,Action,Coleco,0.38,0.02,0,0,0.4,,,,,,,Coleco
Tak and the Power of Juju,GC,2003,Platform,THQ,0.31,0.08,0,0.01,0.4,71,16,8.2,9,Avalanche Software,E,THQ
Six Flags Fun Park,Wii,2009,Misc,Ubisoft,0.27,0.09,0,0.04,0.4,43,7,7.1,7,7 Studios,E10+,Ubisoft
Just Dance Kids 2,X360,2011,Misc,Ubisoft,0.29,0.08,0,0.03,0.4,,,,,Ubisoft,E,Ubisoft
Beowulf: The Game,X360,2007,Action,Ubisoft,0.36,0.01,0,0.03,0.4,51,23,4.7,30,Ubisoft Shanghai,M,Ubisoft
NBA Jam,Wii,2010,Sports,Electronic Arts,0.36,0.02,0,0.02,0.4,79,43,8.5,20,EA Canada,E,Electronic Arts
Rune Factory 3: A Fantasy Harvest Moon,DS,2009,Role-Playing,Rising Star Games,0.26,0.03,0.1,0.02,0.4,77,10,8.6,46,Neverland,E,Rising Star Games
Dragon Quest Builders: Revive Alefgard,PS4,2016,Role-Playing,Square Enix,0.04,0.11,0.22,0.03,0.4,,,,,,,Square Enix
Star Wars The Clone Wars: Republic Heroes,PSP,2009,Action,LucasArts,0.21,0.12,0,0.07,0.4,,,,,"LucasArts, Krome Studios",T,LucasArts
Tales of Zestiria,PS4,2015,Role-Playing,Namco Bandai Games,0.17,0.15,0.02,0.06,0.4,72,59,6.8,315,Bandai Namco Games,T,Namco Bandai Games
Metal Gear Solid: The Legacy Collection,PS3,2013,Adventure,Konami Digital Entertainment,0.31,0.01,0.03,0.06,0.4,93,4,9,255,Konami,M,Konami Digital Entertainment
Medarot: Kabuto / Kuwagata Version,GB,1997,Role-Playing,Imagineer,0,0,0.4,0,0.4,,,,,,,Imagineer
NBA 2K10,PS2,2009,Sports,Take-Two Interactive,0.33,0.01,0,0.05,0.4,,,8.6,11,Visual Concepts,E,Take-Two Interactive
Defender,PS2,2002,Misc,Midway Games,0.2,0.15,0,0.05,0.4,73,24,7.8,6,7 Studios,T,Midway Games
NFL GameDay 2003,PS2,N/A,Sports,989 Sports,0.2,0.15,0,0.05,0.4,60,23,,,989 Sports,E,Unknown
TNA iMPACT!,PS3,2008,Fighting,Midway Games,0.22,0.12,0,0.06,0.4,,,,,,,Midway Games
Taiko no Tatsujin Wii: Dodon to 2 Yome!,Wii,2009,Misc,Namco Bandai Games,0,0,0.4,0,0.4,,,,,,,Namco Bandai Games
Congo Bongo,2600,1982,Action,Sega,0.37,0.02,0,0,0.4,,,,,,,Sega
Gauntlet: Seven Sorrows,PS2,2005,Role-Playing,Midway Games,0.2,0.15,0,0.05,0.4,59,38,5.7,20,Midway,T,Midway Games
Harry Potter: Quidditch World Cup,GC,2003,Sports,Electronic Arts,0.31,0.08,0,0.01,0.4,68,16,8.5,10,Electronic Arts,E,Electronic Arts
Warriors Orochi 2 (JP sales),PS2,2008,Action,Tecmo Koei,0,0,0.4,0,0.4,,,,,,,Tecmo Koei
Cabela's Big Game Hunter 2010,PS3,2009,Sports,Activision Value,0.37,0,0,0.03,0.4,,,5,9,Activision,T,Activision Value
Overlord,X360,2007,Strategy,Codemasters,0.34,0.03,0.01,0.03,0.4,76,47,8.3,70,Triumph Studios,T,Codemasters
The Chronicles of Narnia: Prince Caspian,PS2,2008,Action,Disney Interactive Studios,0.2,0.15,0,0.05,0.4,67,6,7,8,Traveller's Tales,T,Disney Interactive Studios
The Incredibles: Rise of the Underminer,GBA,2005,Action,THQ,0.29,0.11,0,0.01,0.4,,,,,Helixe,E,THQ
Life is Strange,PS4,2016,Adventure,Square Enix,0.15,0.15,0.03,0.06,0.4,85,23,8.6,672,DONTNOD Entertainment,M,Square Enix
Pet in TV,PS,1997,Strategy,Sony Computer Entertainment,0,0,0.38,0.03,0.4,,,,,,,Sony Computer Entertainment
Battalion Wars,GC,2005,Strategy,Nintendo,0.25,0.07,0.07,0.01,0.4,76,43,8.8,18,Kuju Entertainment,T,Nintendo
NBA ShootOut 2000,PS,1999,Sports,989 Studios,0.22,0.15,0,0.03,0.4,,,,,,,989 Studios
Power Rangers: Dino Thunder,GC,2004,Action,THQ,0.31,0.08,0,0.01,0.4,49,6,,,Pacific Coast Power & Light,E,THQ
Samurai Shodown,SNES,1994,Fighting,Takara,0,0,0.4,0,0.4,,,,,,,Takara
Mass Effect Trilogy,X360,2012,Action,Electronic Arts,0.28,0.09,0,0.03,0.4,,,7.4,30,BioWare,M,Electronic Arts
The Wonderful 101,WiiU,2013,Action,Nintendo,0.19,0.1,0.08,0.03,0.4,78,75,8.5,495,PlatinumGames,T,Nintendo
SpongeBob SquigglePants,Wii,2011,Misc,THQ,0.35,0.02,0,0.03,0.4,59,12,,,WayForward,E,THQ
Fighting Vipers,SAT,1995,Fighting,Sega,0,0,0.4,0,0.4,,,,,,,Sega
Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,DS,2009,Action,Konami Digital Entertainment,0.27,0.01,0.09,0.03,0.4,,,,,,,Konami Digital Entertainment
NCAA GameBreaker 2000,PS,1999,Sports,989 Studios,0.22,0.15,0,0.03,0.4,,,,,,,989 Studios
Asura's Wrath,PS3,2012,Action,Capcom,0.18,0.12,0.06,0.05,0.4,71,39,7.4,169,CyberConnect2,T,Capcom
The Legend of Spyro: Dawn of the Dragon,PS2,2008,Platform,Vivendi Games,0.12,0.01,0,0.27,0.4,,,7.1,25,Etranges Libellules,E10+,Vivendi Games
AKB1/48: Idol to Guam de Koishitara...,PSP,2011,Misc,Namco Bandai Games,0,0,0.4,0,0.4,,,,,,,Namco Bandai Games
NFL Quarterback Club 2000,N64,1999,Sports,Acclaim Entertainment,0.37,0.03,0,0,0.4,,,,,,,Acclaim Entertainment
Mortal Kombat Mythologies: Sub-Zero,N64,1997,Fighting,Midway Games,0.32,0.07,0,0,0.4,,,,,,,Midway Games
RR64: Ridge Racer 64,N64,1999,Racing,Nintendo,0.32,0.07,0,0,0.4,,,,,,,Nintendo
Top Gear Rally,N64,1997,Racing,Kemco,0.32,0.07,0,0,0.4,,,,,,,Kemco
18 Wheeler: American Pro Trucker,PS2,2001,Racing,Acclaim Entertainment,0.2,0.15,0,0.05,0.4,61,11,5.7,18,Acclaim Studios Cheltenham,E,Acclaim Entertainment
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PSP,2009,Shooter,Activision,0.17,0.14,0,0.08,0.4,,,,,,,Activision
Wall-E,PS3,2008,Platform,THQ,0.12,0.21,0,0.08,0.4,51,24,5,7,Heavy Iron Studios,E,THQ
Atari Anthology,PS2,2004,Misc,Atari,0.33,0.01,0,0.05,0.4,66,12,4.3,6,Digital Eclipse,E,Atari
FIFA 14,PC,2013,Sports,Electronic Arts,0.01,0.36,0,0.03,0.4,87,6,4.6,441,EA Canada,E,Electronic Arts
Bugs Bunny: Lost in Time,PS,1999,Platform,Infogrames,0.22,0.15,0,0.03,0.4,,,,,,,Infogrames
Hot Wheels: Beat That!,PS2,2007,Racing,Activision,0.2,0.15,0,0.05,0.4,,,,,Eutechnyx,E,Activision
MLB 2006,PS2,2005,Sports,Sony Computer Entertainment,0.33,0.01,0,0.05,0.4,81,32,9,21,989 Sports,E,Sony Computer Entertainment
Ragnarok Odyssey,PSV,2012,Role-Playing,GungHo,0.2,0.01,0.16,0.03,0.4,66,21,7.8,111,Game Arts,T,GungHo
Brunswick Pro Bowling,PS2,2007,Sports,505 Games,0.2,0.15,0,0.05,0.4,,,,,Point of View,E,505 Games
The Gunstringer,X360,2011,Shooter,Microsoft Game Studios,0.26,0.1,0,0.04,0.4,77,60,8.1,40,Twisted Pixel Games,T,Microsoft Game Studios
Rocket Power: Dream Scheme,GBA,2001,Action,THQ,0.29,0.11,0,0.01,0.4,,,,,,,THQ
Marvel: Ultimate Alliance,Wii,2006,Role-Playing,Activision,0.36,0,0,0.03,0.4,73,31,7.3,29,Vicarious Visions,T,Activision
LEGO Harry Potter: Years 5-7,3DS,N/A,Action,Warner Bros. Interactive Entertainment,0.18,0.19,0,0.03,0.4,71,7,6.5,11,Traveller's Tales,E10+,Warner Bros. Interactive Entertainment
My Virtual Tutor: Reading Adventure First to Second Grade,DS,2009,Misc,Mentor Interactive,0.37,0,0,0.03,0.4,,,,,,,Mentor Interactive
MX vs. ATV Unleashed,XB,2005,Racing,THQ,0.32,0.07,0,0.01,0.4,80,21,8.3,13,Rainbow Studios,E,THQ
FIFA Soccer 13,PC,2012,Action,Electronic Arts,0.02,0.31,0,0.07,0.4,86,7,6.6,286,Electronic Arts,E,Electronic Arts
Rampage: Total Destruction,GC,2006,Action,Midway Games,0.31,0.08,0,0.01,0.4,57,24,6.7,6,"Pipeworks Software, Inc.",E10+,Midway Games
Style Lab: Makeover,DS,2009,Simulation,Ubisoft,0.34,0.03,0,0.03,0.4,,,,,Ubisoft,E,Ubisoft
The Urbz: Sims in the City,GC,2004,Simulation,Electronic Arts,0.24,0.14,0,0.02,0.4,73,19,8.4,16,Maxis,T,Electronic Arts
Road Rash: Jailbreak,PS,1999,Racing,Electronic Arts,0.22,0.15,0,0.03,0.4,,,,,,,Electronic Arts
Disney Sing It! High School Musical 3: Senior Year,PS3,2008,Misc,Disney Interactive Studios,0.08,0.26,0,0.06,0.4,,,,,,,Disney Interactive Studios
Mother 3,GBA,2006,Role-Playing,Nintendo,0,0,0.39,0.01,0.4,,,,,,,Nintendo
Nicktoons: Freeze Frame Frenzy,GBA,2004,Action,THQ,0.29,0.11,0,0.01,0.4,53,4,,,Altron,E,THQ
Monster Trucks Mayhem,Wii,2009,Racing,Zoo Games,0.38,0,0,0.02,0.4,,,,,Zoo Games,E,Zoo Games
You Don't Know Jack,PS,1999,Misc,Vivendi Games,0.22,0.15,0,0.03,0.4,,,,,,,Vivendi Games
Rapala Pro Bass Fishing 2010,X360,2010,Sports,Activision,0.32,0.05,0,0.03,0.4,,,,,FUN Labs,E,Activision
WWE SmackDown! vs. RAW 2006,PSP,2005,Fighting,THQ,0.36,0,0,0.03,0.4,81,30,8.5,37,Yuke's,T,THQ
Mafia II,PC,2010,Action,Take-Two Interactive,0.17,0.17,0,0.05,0.4,77,46,7.9,1238,2K Czech,M,Take-Two Interactive
Avatar: The Game,DS,2009,Action,Ubisoft,0.18,0.18,0,0.04,0.4,,,,,,,Ubisoft
Mystery Dungeon: Shiren the Wanderer,SNES,1995,Role-Playing,ChunSoft,0,0,0.4,0,0.4,,,,,,,ChunSoft
Pro Evolution Soccer 2016,PS3,2015,Sports,Konami Digital Entertainment,0.09,0.12,0.15,0.04,0.4,,,7.2,40,Konami,E,Konami Digital Entertainment
Star Wars: Clone Wars,GC,2002,Shooter,Activision,0.31,0.08,0,0.01,0.4,,,,,,,Activision
NBA Live 2002,XB,2001,Sports,Electronic Arts,0.35,0.03,0,0.02,0.4,76,15,7.5,6,Electronic Arts,E,Electronic Arts
Sega Superstars Tennis,PS3,2008,Sports,Sega,0.13,0.2,0,0.07,0.4,67,31,7.4,7,Sumo Digital,E10+,Sega
Spore Hero,Wii,2009,Simulation,Electronic Arts,0.35,0.02,0,0.03,0.4,61,23,7.1,36,Maxis,E10+,Electronic Arts
Winter Sports 2: The Next Challenge,Wii,2008,Sports,RTL,0.17,0.18,0,0.04,0.4,,,,,49Games,E,RTL
Boku no Natsuyasumi,PS,2000,Adventure,Sony Computer Entertainment,0,0,0.37,0.03,0.4,,,,,,,Sony Computer Entertainment
I-Ninja,PS2,2003,Platform,Sony Computer Entertainment,0.19,0.15,0,0.05,0.4,73,39,8.3,22,Argonaut Games,T,Sony Computer Entertainment
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PS3,2007,Action,Activision,0.32,0.03,0.01,0.04,0.4,,,,,,,Activision
Moshi Monsters: Moshlings Theme Park,DS,2012,Misc,Activision,0.03,0.33,0,0.04,0.4,,,,,Black Lantern Studios,E,Activision
Ghostbusters: The Video Game,DS,2009,Action,Atari,0.24,0.12,0,0.04,0.4,55,17,6,7,Zen Studios,E,Atari
Command & Conquer,PS,1996,Strategy,Virgin Interactive,0.22,0.15,0,0.03,0.4,,,,,,,Virgin Interactive
Harvest Moon: Save the Homeland,PS2,N/A,Simulation,Victor Interactive Software,0.19,0.15,0,0.05,0.4,76,14,8.8,72,Victor Interactive Software,E,Unknown
SD Gundam G Generation Seed,PS2,2004,Strategy,Namco Bandai Games,0,0,0.4,0,0.4,,,,,,,Namco Bandai Games
Call of Duty: Finest Hour,GC,2004,Shooter,Activision,0.31,0.08,0,0.01,0.4,74,31,8.9,13,Exakt,T,Activision
Naruto: Path of the Ninja,DS,2007,Role-Playing,D3Publisher,0.37,0,0,0.03,0.4,57,18,7.2,9,TOSE,E10+,D3Publisher
Tales of Phantasia,SNES,1995,Role-Playing,Namco Bandai Games,0,0,0.4,0,0.4,,,,,,,Namco Bandai Games
Speed Racer: The Videogame,Wii,2008,Racing,Warner Bros. Interactive Entertainment,0.35,0.02,0,0.03,0.4,,,,,,,Warner Bros. Interactive Entertainment
Castlevania: Portrait of Ruin,DS,2006,Platform,Konami Digital Entertainment,0.31,0.02,0.04,0.03,0.4,85,51,8.3,87,Konami,T,Konami Digital Entertainment
Suzuki TT Superbikes,PS2,2005,Racing,Jester Interactive,0.33,0.01,0,0.05,0.4,71,7,8.5,8,Jester Interactive,E,Jester Interactive
Rumble Roses,PS2,2004,Fighting,Konami Digital Entertainment,0.19,0.15,0,0.05,0.39,66,44,8.5,20,Yuke's,M,Konami Digital Entertainment
Disney Infinity 3.0,X360,2015,Action,Disney Interactive Studios,0.21,0.15,0,0.03,0.39,,,,,,,Disney Interactive Studios
Tomb Raider: Anniversary,X360,2007,Action,Eidos Interactive,0.12,0.22,0,0.05,0.39,77,33,8.3,39,Crystal Dynamics,T,Eidos Interactive
Sherlock Holmes: The Mystery of the Mummy,DS,2009,Adventure,Focus Home Interactive,0.06,0.3,0,0.04,0.39,57,8,3.1,9,"Frogwares, Mistic Software",E,Focus Home Interactive
Fantastic Four: Rise of the Silver Surfer,PS2,2007,Action,Take-Two Interactive,0.19,0.15,0,0.05,0.39,36,7,6.4,17,7 Studios,T,Take-Two Interactive
Ultimate Spider-Man,XB,2005,Action,Activision,0.26,0.11,0,0.02,0.39,77,53,7.4,20,Treyarch,T,Activision
Littlest Pet Shop,Wii,2008,Simulation,Electronic Arts,0.33,0.03,0,0.03,0.39,,,,,Full Fat,E,Electronic Arts
Juiced 2: Hot Import Nights,PS2,2007,Racing,THQ,0.19,0.15,0.01,0.05,0.39,66,4,6.7,10,Juice Games,T,THQ
Star Wars The Clone Wars: Republic Heroes,DS,2009,Action,LucasArts,0.22,0.14,0,0.04,0.39,,,5.3,4,LucasArts,E10+,LucasArts
NHL 99,N64,1998,Sports,Electronic Arts,0.38,0.01,0,0,0.39,,,,,,,Electronic Arts
LEGO The Lord of the Rings,3DS,2012,Action,Warner Bros. Interactive Entertainment,0.2,0.16,0,0.03,0.39,61,4,7.6,10,TT Games,E10+,Warner Bros. Interactive Entertainment
Danball Senki,PSP,2011,Role-Playing,Level 5,0,0,0.39,0,0.39,,,,,,,Level 5
No More Heroes 2: Desperate Struggle,Wii,2010,Action,Rising Star Games,0.2,0.11,0.04,0.03,0.39,84,68,8.8,184,Grasshopper Manufacture,M,Rising Star Games
NASCAR Heat,PS,2000,Racing,Hasbro Interactive,0.22,0.15,0,0.03,0.39,62,5,,,Monster Games Inc.,E,Hasbro Interactive
Planet 51,DS,2009,Action,Sega,0.22,0.14,0,0.04,0.39,,,,,Firebrand Games,E,Sega
Bloody Roar,PS,1997,Fighting,Virgin Interactive,0.22,0.15,0,0.03,0.39,,,,,,,Virgin Interactive
Bump 'n' Jump,2600,1982,Racing,Mattel Interactive,0.37,0.02,0,0,0.39,,,,,,,Mattel Interactive
Mobile Suit Gundam: Lost War Chronicles,PS2,2002,Shooter,Namco Bandai Games,0,0,0.39,0,0.39,,,,,,,Namco Bandai Games
Legends of WrestleMania,X360,2009,Fighting,THQ,0.2,0.15,0,0.04,0.39,71,59,6.3,23,Yuke's,T,THQ
Fishing Resort,Wii,2011,Sports,Namco Bandai Games,0.14,0,0.25,0.01,0.39,69,9,7,8,Prope,E,Namco Bandai Games
Disney's Brother Bear,GBA,2003,Action,THQ,0.28,0.1,0,0.01,0.39,,,,,Vicarious Visions,E,THQ
Armored Core V,PS3,2012,Simulation,Namco Bandai Games,0.09,0.04,0.24,0.02,0.39,65,26,7.3,47,From Software,T,Namco Bandai Games
NBA Live 09,PS2,2008,Sports,Electronic Arts,0.32,0.01,0.01,0.05,0.39,,,7.4,14,EA Canada,E,Electronic Arts
Saints Row IV,PS4,2015,Action,Deep Silver,0.13,0.18,0.03,0.06,0.39,,,,,,,Deep Silver
Mass Effect 2,PC,2010,Role-Playing,Electronic Arts,0.01,0.32,0,0.06,0.39,94,55,8.8,3559,BioWare,M,Electronic Arts
Harry Potter and the Deathly Hallows - Part 1,PS3,2010,Action,Electronic Arts,0.13,0.2,0,0.07,0.39,38,27,2.8,23,EA Bright Light,T,Electronic Arts
The House of The Dead III,XB,2002,Shooter,Sega,0.29,0.08,0,0.01,0.39,72,30,7.3,9,Wow Entertainment,M,Sega
Project X Zone,3DS,2012,Role-Playing,Namco Bandai Games,0.18,0.04,0.15,0.02,0.39,70,53,7.3,146,"Monolith Soft, Banpresto",T,Namco Bandai Games
NBA Jam,PS3,2010,Sports,Electronic Arts,0.22,0.12,0,0.06,0.39,71,33,5.7,14,EA Canada,E,Electronic Arts
Fire Emblem: Fuuin no Tsurugi,GBA,2002,Role-Playing,Nintendo,0,0,0.39,0,0.39,,,,,,,Nintendo
Dishonored,PS4,2015,Action,Bethesda Softworks,0.12,0.2,0.02,0.06,0.39,,,,,,,Bethesda Softworks
Dark Souls III,XOne,2016,Role-Playing,Namco Bandai Games,0.26,0.09,0,0.04,0.39,87,14,8.6,514,From Software,,Namco Bandai Games
NBA Jam,X360,2010,Sports,Electronic Arts,0.27,0.09,0,0.03,0.39,75,30,7,24,EA Canada,E,Electronic Arts
Dancing with the Stars: We Dance!,DS,2008,Misc,Activision,0.36,0,0,0.03,0.39,,,,,,,Activision
NBA Live 09,PSP,2008,Sports,Electronic Arts,0.23,0.07,0.03,0.06,0.39,,,7.3,8,EA Sports,E,Electronic Arts
Ener-G: Gym Rockets,DS,2008,Sports,Ubisoft,0.36,0,0,0.03,0.39,,,,,1st Playable Productions,E,Ubisoft
Laser Blast,2600,1981,Action,Activision,0.37,0.02,0,0,0.39,,,,,,,Activision
Madden NFL Football,3DS,2011,Sports,Electronic Arts,0.36,0.01,0,0.03,0.39,49,18,5.3,16,EA Tiburon,E,Electronic Arts
Thrasher Presents: Skate and Destroy,PS,1998,Sports,Take-Two Interactive,0.22,0.15,0,0.03,0.39,,,,,,,Take-Two Interactive
Are You Smarter than a 5th Grader? Make the Grade,DS,2008,Misc,THQ,0.36,0,0,0.03,0.39,,,,,THQ,E,THQ
Donkey Konga 2,GC,2004,Misc,Nintendo,0.3,0.08,0,0.01,0.39,69,30,6,9,Namco,T,Nintendo
SpongeBob's Truth or Square (US sales),PSP,2009,Action,THQ,0.39,0,0,0,0.39,,,,,,,THQ
Tear Ring Saga Yutona Eiyuu Senki,PS,2001,Role-Playing,Enterbrain,0,0,0.37,0.03,0.39,,,,,,,Enterbrain
Transformers: Fall of Cybertron,PS3,2012,Action,Activision,0.19,0.14,0,0.06,0.39,77,32,8.2,87,High Moon Studios,T,Activision
Alpha Protocol,X360,2010,Role-Playing,Sega,0.23,0.12,0,0.04,0.39,63,68,7.2,201,Obsidian Entertainment,M,Sega
Metal Gear Solid HD Edition,PSV,2012,Action,Konami Digital Entertainment,0.12,0.16,0.05,0.06,0.39,,,,,,,Konami Digital Entertainment
FIFA 12,3DS,2011,Sports,Electronic Arts,0.08,0.26,0,0.05,0.39,,,,,,,Electronic Arts
Taiko no Tatsujin Wii: Ketteiban,Wii,2011,Misc,Namco Bandai Games,0,0,0.39,0,0.39,,,,,,,Namco Bandai Games
SSX 3,XB,2003,Sports,Electronic Arts,0.29,0.08,0,0.01,0.39,92,27,8.7,25,EA Canada,E,Electronic Arts
Combat of Giants: Dinosaurs 3D,3DS,2011,Strategy,Ubisoft,0.25,0.06,0.05,0.03,0.39,44,18,5.3,9,Ubisoft,E10+,Ubisoft
Madden NFL 2005,GBA,2004,Sports,Electronic Arts,0.28,0.1,0,0.01,0.39,79,9,7.6,5,Exient Entertainment,E,Electronic Arts
All-Star Baseball 2000,N64,1999,Sports,Acclaim Entertainment,0.36,0.03,0,0,0.39,,,,,,,Acclaim Entertainment
Custom Robo V2,N64,2000,Fighting,Nintendo,0,0,0.34,0.05,0.39,,,,,,,Nintendo
Extreme-G: XG2,N64,1998,Racing,Acclaim Entertainment,0.31,0.07,0,0,0.39,,,,,,,Acclaim Entertainment
BattleTanx: Global Assault,N64,1999,Action,3DO,0.31,0.07,0,0,0.39,,,,,,,3DO
Final Fantasy Crystal Chronicles: The Crystal Bearers,Wii,2009,Action,Square Enix,0.21,0.07,0.08,0.03,0.39,66,53,7.6,70,Square Enix,T,Square Enix
SpongeBob's Truth or Square (US sales),Wii,2009,Action,THQ,0.38,0.01,0,0,0.39,,,,,,,THQ
Until Dawn: Rush of Blood,PS4,2016,Adventure,Sony Computer Entertainment,0.18,0.15,0,0.07,0.39,72,49,8,68,SuperMassive Games,M,Sony Computer Entertainment
Chibi-Robo! Plug into Adventure!,GC,2005,Adventure,Nintendo,0.23,0.06,0.09,0.01,0.39,,,,,,,Nintendo
Sonic Lost World,WiiU,2013,Platform,Sega,0.23,0.12,0.01,0.03,0.39,63,64,7.3,461,Sonic Team,E10+,Sega
Super Monkey Ball: Step & Roll,Wii,2010,Action,Sega,0.15,0.19,0,0.04,0.39,,,,,,,Sega
Skylanders SWAP Force,PS4,2013,Platform,Activision,0.2,0.12,0,0.06,0.39,79,7,5.2,45,Vicarious Visions,E10+,Activision
Iron Man 2,PS3,2010,Action,Sega,0.14,0.18,0,0.07,0.39,41,28,5.2,36,Sega Studios San Francisco,T,Sega
Jampack Winter 2003 (RP-T),PS2,2003,Misc,Sony Computer Entertainment,0.19,0.15,0,0.05,0.39,,,,,,,Sony Computer Entertainment
Star Wars The Clone Wars: Republic Heroes,X360,2009,Action,LucasArts,0.18,0.17,0,0.04,0.39,43,37,6.3,19,Krome Studios,T,LucasArts
Monster Jam: Urban Assault,DS,2008,Racing,Activision,0.36,0,0,0.03,0.39,,,,,Torus Games,E,Activision
Kengo: Master of Bushido,PS2,2000,Fighting,Ubisoft,0.16,0.13,0.06,0.04,0.39,62,13,8.4,8,Light Weight,M,Ubisoft
Blood Omen 2,PS2,2002,Action,Eidos Interactive,0.19,0.15,0,0.05,0.39,67,18,8.8,19,Crystal Dynamics,M,Eidos Interactive
Monopoly Streets,PS3,2010,Misc,Electronic Arts,0.16,0.17,0,0.06,0.39,64,11,6.1,9,Electronic Arts,E,Electronic Arts
Super Fire ProWrestling,SNES,1991,Fighting,Human Entertainment,0,0,0.39,0,0.39,,,,,,,Human Entertainment
Cabela's Dangerous Hunts 2,PS2,2005,Sports,Activision,0.19,0.15,0,0.05,0.39,,,5.6,14,Sand Grain Studios,T,Activision
Condemned 2: Bloodshot,PS3,2008,Action,Sega,0.17,0.16,0,0.06,0.39,82,37,8.1,89,Monolith Productions,M,Sega
Disney Princess: Enchanting Storybooks,Wii,2011,Misc,THQ,0.25,0.1,0,0.03,0.39,,,,,Page 44 Studios,E,THQ
Chessmaster,PS2,2003,Misc,Ubisoft,0.19,0.15,0,0.05,0.39,79,9,7.3,13,Ubisoft Romania,E,Ubisoft
Fatal Fury,SNES,1992,Fighting,Takara,0,0,0.39,0,0.39,,,,,,,Takara
From TV Animation One Piece: Yume no Lufy Kaizokudan Tanjou!,GB,2001,Role-Playing,Banpresto,0,0,0.39,0,0.39,,,,,,,Banpresto
The Darkness II,X360,2012,Shooter,Take-Two Interactive,0.24,0.11,0,0.03,0.39,80,71,7.5,219,Digital Extremes,M,Take-Two Interactive
Ice Age 2: The Meltdown,PS2,2006,Platform,Vivendi Games,0.19,0.15,0,0.05,0.39,68,19,8,6,Eurocom Entertainment Software,E10+,Vivendi Games
The Sims 2,GBA,2005,Simulation,Electronic Arts,0.28,0.1,0,0.01,0.39,58,11,7.5,6,Maxis,E10+,Electronic Arts
Hitman: Blood Money,X360,2006,Action,Eidos Interactive,0.29,0.06,0.01,0.03,0.39,82,53,8.7,102,Io Interactive,M,Eidos Interactive
Super Famista 3,SNES,1994,Sports,Namco Bandai Games,0,0,0.39,0,0.39,,,,,,,Namco Bandai Games
Advance Wars: Dual Strike,DS,2005,Strategy,Nintendo,0.3,0.02,0.04,0.03,0.39,90,49,9,163,Intelligent Systems,E,Nintendo
Auto Modellista,PS2,2002,Racing,Capcom,0.19,0.15,0,0.05,0.39,66,20,7.5,13,Capcom,E,Capcom
WipeOut 3 The Game,Wii,2012,Action,Activision,0.36,0,0,0.03,0.39,,,,,,,Activision
MLB 15: The Show,PS3,2015,Sports,Sony Computer Entertainment,0.31,0.01,0,0.07,0.39,,,8.2,6,SCEA San Diego Studios,E,Sony Computer Entertainment
Tom Clancy's Ghost Recon 2: Summit Strike,XB,2005,Shooter,Ubisoft,0.29,0.08,0,0.01,0.39,84,40,7.2,35,Red Storm Entertainment,T,Ubisoft
Tiger Woods PGA Tour 08,PS2,2007,Sports,Electronic Arts,0.19,0.15,0,0.05,0.39,65,10,,,EA Salt Lake,E,Electronic Arts
F1 2016 (Codemasters),PS4,2016,Racing,Codemasters,0.03,0.29,0.01,0.05,0.39,,,,,,,Codemasters
Just Dance 2015,PS4,2014,Misc,Ubisoft,0.19,0.13,0,0.07,0.39,72,8,5.8,32,Ubisoft,E10+,Ubisoft
Robert Ludlum's The Bourne Conspiracy,PS3,N/A,Action,Vivendi Games,0.18,0.14,0,0.06,0.39,70,47,7.6,43,High Moon Studios,T,Vivendi Games
Samurai Warriors Chronicles,3DS,2011,Action,Tecmo Koei,0.12,0.05,0.2,0.01,0.39,61,30,7.7,35,Omega Force,T,Tecmo Koei
Karaoke Revolution Presents American Idol Encore,PS2,2008,Misc,Konami Digital Entertainment,0.19,0.15,0,0.05,0.39,76,4,,,Blitz Games,E,Konami Digital Entertainment
Airlock,2600,1981,Action,Data Age,0.36,0.02,0,0,0.39,,,,,,,Data Age
Tokimeki Memorial 2,PS,1999,Simulation,Konami Digital Entertainment,0,0,0.36,0.03,0.39,,,,,,,Konami Digital Entertainment
